,when_index,start_acc,end_acc,actual_hz,clip,frame,frame_file,source_file
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_20.png,acc03_0.avi
0,1,0,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_25.png,acc03_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_30.png,acc03_0.avi
0,1,1,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_35.png,acc03_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_40.png,acc03_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_45.png,acc03_0.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_0.png,acc04_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_5.png,acc04_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_10.png,acc04_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_15.png,acc04_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_20.png,acc04_0.avi
0,1,0,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_25.png,acc04_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_30.png,acc04_0.avi
0,1,1,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_35.png,acc04_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_40.png,acc04_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_45.png,acc04_0.avi
0,1,1,0,5.994,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_50.png,acc05_1.avi
0,1,0,0,5.994,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_55.png,acc05_1.avi
0,1,0,0,5.994,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_60.png,acc05_1.avi
0,1,0,0,5.994,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_65.png,acc05_1.avi
0,1,0,0,5.994,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_70.png,acc05_1.avi
0,1,0,0,5.994,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_75.png,acc05_1.avi
0,1,0,0,5.994,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_80.png,acc05_1.avi
0,1,0,0,5.994,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_85.png,acc05_1.avi
0,1,0,0,5.994,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_90.png,acc05_1.avi
0,1,0,0,5.994,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_95.png,acc05_1.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_0.png,acc06_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_5.png,acc06_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_10.png,acc06_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_15.png,acc06_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_20.png,acc06_0.avi
0,1,1,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_25.png,acc06_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_30.png,acc06_0.avi
0,1,0,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_35.png,acc06_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_40.png,acc06_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_45.png,acc06_0.avi
0,1,0,0,5.0,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_50.png,acc07_1.avi
0,1,0,0,5.0,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_55.png,acc07_1.avi
0,1,0,0,5.0,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_60.png,acc07_1.avi
0,1,0,0,5.0,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_65.png,acc07_1.avi
0,1,1,0,5.0,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_70.png,acc07_1.avi
0,1,0,0,5.0,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_75.png,acc07_1.avi
0,1,0,0,5.0,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_80.png,acc07_1.avi
0,1,0,0,5.0,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_85.png,acc07_1.avi
0,1,0,0,5.0,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_90.png,acc07_1.avi
0,1,0,0,5.0,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_95.png,acc07_1.avi
0,1,0,0,5.0,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_50.png,acc08_1.avi
0,1,0,0,5.0,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_55.png,acc08_1.avi
0,1,0,0,5.0,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_60.png,acc08_1.avi
0,1,0,0,5.0,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_65.png,acc08_1.avi
0,1,0,0,5.0,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_70.png,acc08_1.avi
0,1,0,0,5.0,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_75.png,acc08_1.avi
0,1,1,0,5.0,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_80.png,acc08_1.avi
0,1,0,0,5.0,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_85.png,acc08_1.avi
0,1,0,0,5.0,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_90.png,acc08_1.avi
0,1,0,0,5.0,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_95.png,acc08_1.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_0.png,acc09_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_5.png,acc09_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_10.png,acc09_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_15.png,acc09_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_20.png,acc09_0.avi
0,1,0,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_25.png,acc09_0.avi
0,1,1,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_30.png,acc09_0.avi
0,1,0,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_35.png,acc09_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_40.png,acc09_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_45.png,acc09_0.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_0.png,acc10_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_5.png,acc10_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_10.png,acc10_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_15.png,acc10_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_20.png,acc10_0.avi
0,1,1,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_25.png,acc10_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_30.png,acc10_0.avi
0,1,0,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_35.png,acc10_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_40.png,acc10_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_45.png,acc10_0.avi
0,1,1,0,5.0,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_50.png,acc11_1.avi
0,1,0,0,5.0,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_55.png,acc11_1.avi
0,1,0,0,5.0,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_60.png,acc11_1.avi
0,1,0,0,5.0,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_65.png,acc11_1.avi
0,1,0,0,5.0,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_70.png,acc11_1.avi
0,1,0,0,5.0,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_75.png,acc11_1.avi
0,1,0,0,5.0,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_80.png,acc11_1.avi
0,1,0,0,5.0,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_85.png,acc11_1.avi
0,1,0,0,5.0,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_90.png,acc11_1.avi
0,1,0,0,5.0,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_95.png,acc11_1.avi
0,1,0,0,5.0,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_50.png,acc12_1.avi
0,1,0,0,5.0,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_55.png,acc12_1.avi
0,1,0,0,5.0,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_60.png,acc12_1.avi
0,1,0,0,5.0,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_65.png,acc12_1.avi
0,1,0,0,5.0,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_70.png,acc12_1.avi
0,1,0,0,5.0,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_75.png,acc12_1.avi
0,1,0,0,5.0,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_80.png,acc12_1.avi
0,1,0,0,5.0,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_85.png,acc12_1.avi
0,1,1,0,5.0,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_90.png,acc12_1.avi
0,1,0,0,5.0,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_95.png,acc12_1.avi
0,1,0,0,5.0,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_50.png,acc13_1.avi
0,1,0,0,5.0,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_55.png,acc13_1.avi
0,1,0,0,5.0,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_60.png,acc13_1.avi
0,1,0,0,5.0,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_65.png,acc13_1.avi
0,1,0,0,5.0,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_70.png,acc13_1.avi
0,1,1,0,5.0,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_75.png,acc13_1.avi
0,1,0,0,5.0,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_80.png,acc13_1.avi
0,1,0,0,5.0,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_85.png,acc13_1.avi
0,1,0,0,5.0,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_90.png,acc13_1.avi
0,1,0,0,5.0,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_95.png,acc13_1.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_0.png,acc14_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_5.png,acc14_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_10.png,acc14_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_15.png,acc14_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_20.png,acc14_0.avi
0,1,1,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_25.png,acc14_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_30.png,acc14_0.avi
0,1,0,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_35.png,acc14_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_40.png,acc14_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_45.png,acc14_0.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_0.png,acc15_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_5.png,acc15_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_10.png,acc15_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_15.png,acc15_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_20.png,acc15_0.avi
0,1,0,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_25.png,acc15_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_30.png,acc15_0.avi
0,1,0,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_35.png,acc15_0.avi
0,1,1,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_40.png,acc15_0.avi
0,1,0,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_45.png,acc15_0.avi
0,1,0,0,5.0,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_0.png,acc16_0.avi
0,1,0,0,5.0,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_5.png,acc16_0.avi
0,1,0,0,5.0,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_10.png,acc16_0.avi
0,1,0,0,5.0,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_15.png,acc16_0.avi
0,1,0,0,5.0,0,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_20.png,acc16_0.avi
0,1,0,0,5.0,0,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_25.png,acc16_0.avi
0,1,0,0,5.0,0,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_30.png,acc16_0.avi
0,1,0,0,5.0,0,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_35.png,acc16_0.avi
0,1,0,0,5.0,0,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_40.png,acc16_0.avi
0,1,1,0,5.0,0,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_45.png,acc16_0.avi
0,1,0,0,5.994,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_50.png,acc17_1.avi
0,1,0,0,5.994,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_55.png,acc17_1.avi
0,1,0,0,5.994,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_60.png,acc17_1.avi
0,1,1,0,5.994,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_65.png,acc17_1.avi
0,1,0,0,5.994,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_70.png,acc17_1.avi
0,1,0,0,5.994,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_75.png,acc17_1.avi
0,1,0,0,5.994,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_80.png,acc17_1.avi
0,1,0,0,5.994,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_85.png,acc17_1.avi
0,1,0,0,5.994,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_90.png,acc17_1.avi
0,1,0,0,5.994,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_95.png,acc17_1.avi
0,1,0,0,5.994,2,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_100.png,acc18_2.avi
0,1,1,0,5.994,2,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_105.png,acc18_2.avi
0,1,0,0,5.994,2,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_110.png,acc18_2.avi
0,1,0,0,5.994,2,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_115.png,acc18_2.avi
0,1,0,0,5.994,2,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_120.png,acc18_2.avi
0,1,0,0,5.994,2,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_125.png,acc18_2.avi
0,1,0,0,5.994,2,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_130.png,acc18_2.avi
0,1,0,1,5.994,2,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_135.png,acc18_2.avi
0,1,0,0,5.994,2,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_140.png,acc18_2.avi
0,1,0,0,5.994,2,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_145.png,acc18_2.avi
0,1,0,0,5.994,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_50.png,acc19_1.avi
0,1,1,0,5.994,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_55.png,acc19_1.avi
0,1,0,0,5.994,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_60.png,acc19_1.avi
0,1,0,0,5.994,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_65.png,acc19_1.avi
0,1,0,0,5.994,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_70.png,acc19_1.avi
0,1,0,0,5.994,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_75.png,acc19_1.avi
0,1,0,0,5.994,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_80.png,acc19_1.avi
0,1,0,0,5.994,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_85.png,acc19_1.avi
0,1,0,0,5.994,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_90.png,acc19_1.avi
0,1,0,0,5.994,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_95.png,acc19_1.avi
0,1,0,0,5.994,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_50.png,acc20_1.avi
0,1,1,0,5.994,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_55.png,acc20_1.avi
0,1,0,0,5.994,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_60.png,acc20_1.avi
0,1,0,0,5.994,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_65.png,acc20_1.avi
0,1,0,0,5.994,1,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_70.png,acc20_1.avi
0,1,0,0,5.994,1,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_75.png,acc20_1.avi
0,1,0,0,5.994,1,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_80.png,acc20_1.avi
0,1,0,0,5.994,1,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_85.png,acc20_1.avi
0,1,0,0,5.994,1,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_90.png,acc20_1.avi
0,1,0,0,5.994,1,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_95.png,acc20_1.avi
0,1,0,0,5.994,0,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_0.png,acc21_0.avi
0,1,0,0,5.994,0,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_5.png,acc21_0.avi
0,1,0,0,5.994,0,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_10.png,acc21_0.avi
0,1,0,0,5.994,0,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_15.png,acc21_0.avi
