,when_index,start_acc,end_acc,actual_hz,clip,frame,frame_file,source_file
0,1,0,0,25.0,3,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_36.png,acc03_3.avi
0,1,0,0,25.0,3,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_37.png,acc03_3.avi
0,1,0,0,25.0,3,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_38.png,acc03_3.avi
0,1,0,0,25.0,3,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image3_39.png,acc03_3.avi
0,1,0,0,25.0,3,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_30.png,acc04_3.avi
0,1,0,0,25.0,3,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_31.png,acc04_3.avi
0,1,1,0,25.0,3,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_32.png,acc04_3.avi
0,1,0,0,25.0,3,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_33.png,acc04_3.avi
0,1,0,0,25.0,3,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_34.png,acc04_3.avi
0,1,0,0,25.0,3,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_35.png,acc04_3.avi
0,1,0,0,25.0,3,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_36.png,acc04_3.avi
0,1,0,0,25.0,3,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_37.png,acc04_3.avi
0,1,0,0,25.0,3,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_38.png,acc04_3.avi
0,1,0,0,25.0,3,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image4_39.png,acc04_3.avi
0,1,0,0,29.97,4,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_40.png,acc05_4.avi
0,1,0,0,29.97,4,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_41.png,acc05_4.avi
0,1,0,0,29.97,4,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_42.png,acc05_4.avi
0,1,0,0,29.97,4,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_43.png,acc05_4.avi
0,1,0,0,29.97,4,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_44.png,acc05_4.avi
0,1,0,0,29.97,4,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_45.png,acc05_4.avi
0,1,0,0,29.97,4,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_46.png,acc05_4.avi
0,1,1,0,29.97,4,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_47.png,acc05_4.avi
0,1,0,0,29.97,4,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_48.png,acc05_4.avi
0,1,0,0,29.97,4,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image5_49.png,acc05_4.avi
0,1,0,0,25.0,2,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_20.png,acc06_2.avi
0,1,0,0,25.0,2,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_21.png,acc06_2.avi
0,1,0,0,25.0,2,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_22.png,acc06_2.avi
0,1,0,0,25.0,2,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_23.png,acc06_2.avi
0,1,0,0,25.0,2,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_24.png,acc06_2.avi
0,1,1,0,25.0,2,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_25.png,acc06_2.avi
0,1,0,0,25.0,2,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_26.png,acc06_2.avi
0,1,0,0,25.0,2,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_27.png,acc06_2.avi
0,1,0,0,25.0,2,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_28.png,acc06_2.avi
0,1,0,0,25.0,2,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image6_29.png,acc06_2.avi
0,1,0,0,25.0,6,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_60.png,acc07_6.avi
0,1,0,0,25.0,6,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_61.png,acc07_6.avi
0,1,0,0,25.0,6,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_62.png,acc07_6.avi
0,1,0,0,25.0,6,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_63.png,acc07_6.avi
0,1,0,0,25.0,6,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_64.png,acc07_6.avi
0,1,0,0,25.0,6,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_65.png,acc07_6.avi
0,1,1,0,25.0,6,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_66.png,acc07_6.avi
0,1,0,0,25.0,6,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_67.png,acc07_6.avi
0,1,0,0,25.0,6,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_68.png,acc07_6.avi
0,1,0,0,25.0,6,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image7_69.png,acc07_6.avi
0,1,0,0,25.0,7,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_70.png,acc08_7.avi
0,1,0,0,25.0,7,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_71.png,acc08_7.avi
0,1,0,0,25.0,7,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_72.png,acc08_7.avi
0,1,0,0,25.0,7,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_73.png,acc08_7.avi
0,1,0,0,25.0,7,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_74.png,acc08_7.avi
0,1,0,0,25.0,7,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_75.png,acc08_7.avi
0,1,0,0,25.0,7,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_76.png,acc08_7.avi
0,1,0,0,25.0,7,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_77.png,acc08_7.avi
0,1,0,0,25.0,7,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_78.png,acc08_7.avi
0,1,1,0,25.0,7,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image8_79.png,acc08_7.avi
0,1,1,0,25.0,3,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_30.png,acc09_3.avi
0,1,0,0,25.0,3,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_31.png,acc09_3.avi
0,1,0,0,25.0,3,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_32.png,acc09_3.avi
0,1,0,0,25.0,3,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_33.png,acc09_3.avi
0,1,0,0,25.0,3,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_34.png,acc09_3.avi
0,1,0,0,25.0,3,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_35.png,acc09_3.avi
0,1,0,0,25.0,3,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_36.png,acc09_3.avi
0,1,0,0,25.0,3,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_37.png,acc09_3.avi
0,1,0,0,25.0,3,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_38.png,acc09_3.avi
0,1,0,0,25.0,3,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image9_39.png,acc09_3.avi
0,1,0,0,25.0,2,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_20.png,acc10_2.avi
0,1,1,0,25.0,2,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_21.png,acc10_2.avi
0,1,0,0,25.0,2,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_22.png,acc10_2.avi
0,1,0,0,25.0,2,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_23.png,acc10_2.avi
0,1,0,0,25.0,2,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_24.png,acc10_2.avi
0,1,0,0,25.0,2,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_25.png,acc10_2.avi
0,1,0,0,25.0,2,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_26.png,acc10_2.avi
0,1,0,0,25.0,2,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_27.png,acc10_2.avi
0,1,0,0,25.0,2,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_28.png,acc10_2.avi
0,1,0,0,25.0,2,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image10_29.png,acc10_2.avi
0,1,0,0,25.0,4,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_40.png,acc11_4.avi
0,1,0,0,25.0,4,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_41.png,acc11_4.avi
0,1,0,0,25.0,4,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_42.png,acc11_4.avi
0,1,0,0,25.0,4,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_43.png,acc11_4.avi
0,1,0,0,25.0,4,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_44.png,acc11_4.avi
0,1,0,0,25.0,4,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_45.png,acc11_4.avi
0,1,0,0,25.0,4,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_46.png,acc11_4.avi
0,1,1,0,25.0,4,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_47.png,acc11_4.avi
0,1,0,0,25.0,4,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_48.png,acc11_4.avi
0,1,0,0,25.0,4,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image11_49.png,acc11_4.avi
0,1,0,0,25.0,8,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_80.png,acc12_8.avi
0,1,0,0,25.0,8,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_81.png,acc12_8.avi
0,1,0,0,25.0,8,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_82.png,acc12_8.avi
0,1,0,0,25.0,8,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_83.png,acc12_8.avi
0,1,0,0,25.0,8,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_84.png,acc12_8.avi
0,1,0,0,25.0,8,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_85.png,acc12_8.avi
0,1,1,0,25.0,8,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_86.png,acc12_8.avi
0,1,0,0,25.0,8,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_87.png,acc12_8.avi
0,1,0,0,25.0,8,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_88.png,acc12_8.avi
0,1,0,0,25.0,8,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image12_89.png,acc12_8.avi
0,1,0,0,25.0,7,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_70.png,acc13_7.avi
0,1,0,0,25.0,7,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_71.png,acc13_7.avi
0,1,0,0,25.0,7,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_72.png,acc13_7.avi
0,1,0,0,25.0,7,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_73.png,acc13_7.avi
0,1,0,0,25.0,7,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_74.png,acc13_7.avi
0,1,1,0,25.0,7,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_75.png,acc13_7.avi
0,1,0,0,25.0,7,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_76.png,acc13_7.avi
0,1,0,0,25.0,7,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_77.png,acc13_7.avi
0,1,0,0,25.0,7,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_78.png,acc13_7.avi
0,1,0,0,25.0,7,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image13_79.png,acc13_7.avi
0,1,0,0,25.0,2,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_20.png,acc14_2.avi
0,1,0,0,25.0,2,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_21.png,acc14_2.avi
0,1,0,0,25.0,2,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_22.png,acc14_2.avi
0,1,0,0,25.0,2,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_23.png,acc14_2.avi
0,1,0,0,25.0,2,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_24.png,acc14_2.avi
0,1,1,0,25.0,2,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_25.png,acc14_2.avi
0,1,0,0,25.0,2,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_26.png,acc14_2.avi
0,1,0,0,25.0,2,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_27.png,acc14_2.avi
0,1,0,0,25.0,2,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_28.png,acc14_2.avi
0,1,0,0,25.0,2,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image14_29.png,acc14_2.avi
0,1,0,0,25.0,3,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_30.png,acc15_3.avi
0,1,0,0,25.0,3,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_31.png,acc15_3.avi
0,1,0,0,25.0,3,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_32.png,acc15_3.avi
0,1,0,0,25.0,3,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_33.png,acc15_3.avi
0,1,0,0,25.0,3,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_34.png,acc15_3.avi
0,1,0,0,25.0,3,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_35.png,acc15_3.avi
0,1,0,0,25.0,3,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_36.png,acc15_3.avi
0,1,1,0,25.0,3,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_37.png,acc15_3.avi
0,1,0,0,25.0,3,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_38.png,acc15_3.avi
0,1,0,0,25.0,3,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image15_39.png,acc15_3.avi
0,1,0,0,25.0,4,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_40.png,acc16_4.avi
0,1,0,0,25.0,4,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_41.png,acc16_4.avi
0,1,0,0,25.0,4,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_42.png,acc16_4.avi
0,1,0,0,25.0,4,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_43.png,acc16_4.avi
0,1,0,0,25.0,4,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_44.png,acc16_4.avi
0,1,1,0,25.0,4,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_45.png,acc16_4.avi
0,1,0,0,25.0,4,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_46.png,acc16_4.avi
0,1,0,0,25.0,4,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_47.png,acc16_4.avi
0,1,0,0,25.0,4,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_48.png,acc16_4.avi
0,1,0,0,25.0,4,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image16_49.png,acc16_4.avi
0,1,0,0,29.97,6,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_60.png,acc17_6.avi
0,1,0,0,29.97,6,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_61.png,acc17_6.avi
0,1,0,0,29.97,6,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_62.png,acc17_6.avi
0,1,0,0,29.97,6,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_63.png,acc17_6.avi
0,1,1,0,29.97,6,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_64.png,acc17_6.avi
0,1,0,0,29.97,6,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_65.png,acc17_6.avi
0,1,0,0,29.97,6,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_66.png,acc17_6.avi
0,1,0,0,29.97,6,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_67.png,acc17_6.avi
0,1,0,0,29.97,6,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_68.png,acc17_6.avi
0,1,0,0,29.97,6,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image17_69.png,acc17_6.avi
0,1,0,0,29.97,10,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_100.png,acc18_10.avi
0,1,0,0,29.97,10,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_101.png,acc18_10.avi
0,1,0,0,29.97,10,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_102.png,acc18_10.avi
0,1,0,0,29.97,10,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_103.png,acc18_10.avi
0,1,0,0,29.97,10,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_104.png,acc18_10.avi
0,1,1,0,29.97,10,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_105.png,acc18_10.avi
0,1,0,0,29.97,10,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_106.png,acc18_10.avi
0,1,0,0,29.97,10,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_107.png,acc18_10.avi
0,1,0,0,29.97,10,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_108.png,acc18_10.avi
0,1,0,0,29.97,10,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image18_109.png,acc18_10.avi
0,1,0,0,29.97,5,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_50.png,acc19_5.avi
0,1,0,0,29.97,5,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_51.png,acc19_5.avi
0,1,0,0,29.97,5,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_52.png,acc19_5.avi
0,1,0,0,29.97,5,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_53.png,acc19_5.avi
0,1,0,0,29.97,5,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_54.png,acc19_5.avi
0,1,1,0,29.97,5,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_55.png,acc19_5.avi
0,1,0,0,29.97,5,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_56.png,acc19_5.avi
0,1,0,0,29.97,5,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_57.png,acc19_5.avi
0,1,0,0,29.97,5,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_58.png,acc19_5.avi
0,1,0,0,29.97,5,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image19_59.png,acc19_5.avi
0,1,0,0,29.97,5,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_50.png,acc20_5.avi
0,1,1,0,29.97,5,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_51.png,acc20_5.avi
0,1,0,0,29.97,5,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_52.png,acc20_5.avi
0,1,0,0,29.97,5,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_53.png,acc20_5.avi
0,1,0,0,29.97,5,5,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_54.png,acc20_5.avi
0,1,0,0,29.97,5,6,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_55.png,acc20_5.avi
0,1,0,0,29.97,5,7,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_56.png,acc20_5.avi
0,1,0,0,29.97,5,8,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_57.png,acc20_5.avi
0,1,0,0,29.97,5,9,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_58.png,acc20_5.avi
0,1,0,0,29.97,5,10,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image20_59.png,acc20_5.avi
0,1,0,0,29.97,1,1,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_10.png,acc21_1.avi
0,1,0,0,29.97,1,2,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_11.png,acc21_1.avi
0,1,0,0,29.97,1,3,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_12.png,acc21_1.avi
0,1,0,0,29.97,1,4,C:/Users/ibshi/Desktop/startup.ml/video_stuff/accident_videos/png/image21_13.png,acc21_1.avi
